,accepts_mercadopago,attributes,automatic_relist,available_quantity,base_price,buying_mode,catal_BATTERY_CAPACITY,catal_BATTERY_TYPE,catal_BLUETOOTH,catal_BRAND,catal_CAMERA_RESOLUTION,catal_CHARGER_TYPE,catal_COLOR,catal_CPU,catal_DIGITAL_CAMERA,catal_DIMENSIONS,catal_DISPLAY_RESOLUTION,catal_DUAL_SIM,catal_FRONT_CAMERA_RECORDING_RESOLUTION,catal_FRONT_CAMERA_RESOLUTION,catal_GPS,catal_INTERNAL_MEMORY,catal_LINE,catal_MANUFACTURER,catal_MEMORY_CARD_CAPACITY,catal_MEMORY_CARD_TYPE,catal_MINI_HDMI,catal_MODEL,catal_MP3,catal_NUMBER_OF_SIM_CARD_SLOTS,catal_OPERATING_SYSTEM,catal_OPERATING_SYSTEM_VERSION,catal_OUTPUT_VOLTAGE,catal_PIXELS_PER_INCH,catal_PROCESSOR_CORES,catal_PROCESSOR_MODEL,catal_QWERTY_KEYBOARD,catal_REMOVABLE_BATTERY,catal_SCREEN_SIZE,catal_SCREEN_TYPE,catal_SIM_SIZE,catal_STANDBY_TIME,catal_TALK_TIME,catal_TOUCH_SCREEN,catal_TV_TUNER,catal_USB_CONNECTION,catal_VERSION,catal_WEIGHT,catal_WIFI_CONNECTION,catalog_product_id,category_id,children_ids,condition,coverage_areas,currency_id,date_created,deal_ids,descriptions,differential_pricing,domain_id,geolocation.latitude,geolocation.longitude,id,images,initial_quantity,international_delivery_mode,item_ALPHANUMERIC_MODEL,item_AMP_INPUT,item_ANTI_CLARITY,item_BATTERY_CAPACITY,item_BATTERY_TYPE,item_BLUETOOTH,item_BRAND,item_CABLE_LENGTH,item_CABLE_SHAPE,item_CAMERA_RESOLUTION,item_CARRIER,item_CELLPHONE_BRAND,item_CELLPHONE_CASE_MATERIAL,item_CELLPHONE_MODEL,item_CELL_BRAND,item_CELL_MODEL,item_CHARGER,item_CHARGER_INCLUDED,item_CHARGER_TYPE,item_CHARGE_CABLE_TYPE,item_COMPATIBILITY,item_COMPATIBLE_CELLPHONE_BRAND,item_COMPATIBLE_CELLPHONE_LINE,item_COMPATIBLE_CELLPHONE_MODEL,item_COMPATIBLE_MODELS,item_CONNECTOR_TYPE,item_CPU,item_DESCRIPTIVE_TAGS,item_DETAILED_MODEL,item_DIGITAL_CAMERA,item_DIMENSIONS,item_DISPLAY_RESOLUTION,item_DOCUMENTS_EDITOR,item_DUAL_SIM,item_EAN,item_FINGERPRINT_READER,item_FRONT_CAMERA_FLASH,item_FRONT_CAMERA_RECORDING_RESOLUTION,item_FRONT_CAMERA_RESOLUTION,item_GPS,item_GYROSCOPE,item_HARDNESS,item_HEADPHONES_TYPE,item_HEADPHONE_FORMAT,item_INTERNAL_MEMORY,item_ITEM_CONDITION,item_LANTERN,item_LENGTH,item_LINE,item_MAGNET,item_MANUFACTURER,item_MEMORY_CARD_CAPACITY,item_MEMORY_CARD_TYPE,item_MICROPHONE_INCLUDED,item_MINI_HDMI,item_MODEL,item_MOTION_SENSOR,item_MP3,item_MUSIC_PLAYER,item_NUMBER_OF_SIM_CARD_SLOTS,item_NUMBER_OF_USB_OUTPUT,item_OPERATING_SYSTEM,item_OPERATING_SYSTEM_VERSION,item_OUTPUT_CONNECTOR,item_OUTPUT_VOLTAGE,item_PIXELS_PER_INCH,item_PORTABLE_CELULLAR_CHARGER_TYPE,item_PROCESSOR_CORES,item_PROCESSOR_MODEL,item_PROXIMITY_SENSOR,item_QWERTY_KEYBOARD,item_RADIO,item_RAM,item_REMOTE_CONTROL,item_REMOVABLE_BATTERY,item_RESISTANCE,item_SCRATCH_PROTECTION,item_SCREEN_MANUFACTURER,item_SCREEN_SIZE,item_SCREEN_TYPE,item_SELLER_SKU,item_SENSITIVITY_IMPROVEMENT,item_SHATTER_PROTECTION,item_SIM_SIZE,item_SLOW_MOTION_CAMERA,item_STANDBY_TIME,item_TALK_TIME,item_TOUCH_SCREEN,item_TRANSPARENCY,item_TV_TUNER,item_UNIVERSAL,item_UPC,item_USB_CONNECTION,item_VERSION,item_VOICE_RECORDER,item_WATERPROOF,item_WEIGHT,item_WIFI_CONNECTION,item_WIRELESS,item_WIRELESS_CAPABILITY,item_WIRELESS_CHARGING,last_updated,listing_source,listing_type_id,location.address_line,location.city.id,location.city.name,location.country.id,location.country.name,location.latitude,location.longitude,location.neighborhood.id,location.neighborhood.name,location.open_hours,location.state.id,location.state.name,location.zip_code,name,non_mercado_pago_payment_methods,official_store_id,original_price,palabra_busqueda,parent_id,parent_item_id,permalink,pictures,posic_busqueda,price,sale_terms,secure_thumbnail,seller_address.address_line,seller_address.city.id,seller_address.city.name,seller_address.comment,seller_address.country.id,seller_address.country.name,seller_address.id,seller_address.latitude,seller_address.longitude,seller_address.search_location.city.id,seller_address.search_location.city.name,seller_address.search_location.neighborhood.id,seller_address.search_location.neighborhood.name,seller_address.search_location.state.id,seller_address.search_location.state.name,seller_address.state.id,seller_address.state.name,seller_address.zip_code,seller_contact,seller_contact.area_code,seller_contact.area_code2,seller_contact.contact,seller_contact.country_code,seller_contact.country_code2,seller_contact.email,seller_contact.other_info,seller_contact.phone,seller_contact.phone2,seller_contact.webpage,seller_id,shipping.dimensions,shipping.free_methods,shipping.free_shipping,shipping.local_pick_up,shipping.logistic_type,shipping.methods,shipping.mode,shipping.store_pick_up,shipping.tags,site_id,sold_quantity,start_time,status,stop_time,sub_status,subtitle,tags,thumbnail,title,variations,video_id,warnings,warranty
0,True,"[{'id': 'BRAND', 'name': 'Marca de la Funda', 'value_id': '9344', 'value_name': 'Apple', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'CELLPHONE_CASE_MATERIAL', 'name': 'Material de la funda', 'value_id': '312075', 'value_name': 'Silicona', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'CELL_BRAND', 'name': 'Marca del Celular', 'value_id': '98676', 'value_name': 'Apple', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'CELL_MODEL', 'name': 'Modelo del Celular', 'value_id': None, 'value_name': 'Apple', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'MODEL', 'name': 'Modelo de la Funda', 'value_id': None, 'value_name': '6 6splus 7 7 plus', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}]",False,1679,289.0,buy_it_now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLA70400,,new,[],ARS,2017-07-25T18:11:00.000Z,[],[{'id': 'MLA675935552-1400249835'}],,MLA-CELLPHONE_COVERS,-34.576897,-58.471577,MLA675935552,,4226,none,,,,,,,Apple,,,,,,Silicona,,Apple,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,6 6splus 7 7 plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-25T23:03:02.340Z,,gold_special,,,,,,,,,,,,,,,[],,,iphone 7,,,https://articulo.mercadolibre.com.ar/MLA-675935552-funda-iphone-6-6p-7-7p-8-8p-apple-silicone-case-original-_JM,"[{'id': '762142-MLA25982468542_092017', 'url': 'http://mla-s1-p.mlstatic.com/762142-MLA25982468542_092017-O.jpg', 'secure_url': 'https://mla-s1-p.mlstatic.com/762142-MLA25982468542_092017-O.jpg', 'size': '500x438', 'max_size': '737x647', 'quality': ''}, {'id': '628606-MLA26276525667_112017', 'url': 'http://mla-s1-p.mlstatic.com/628606-MLA26276525667_112017-O.jpg', 'secure_url': 'https://mla-s1-p.mlstatic.com/628606-MLA26276525667_112017-O.jpg', 'size': '477x500', 'max_size': '1146x1200', 'quality': ''}, {'id': '920643-MLA26605568974_012018', 'url': 'http://mla-s1-p.mlstatic.com/920643-MLA26605568974_012018-O.jpg', 'secure_url': 'https://mla-s1-p.mlstatic.com/920643-MLA26605568974_012018-O.jpg', 'size': '384x500', 'max_size': '923x1200', 'quality': ''}, {'id': '973663-MLA26641282608_012018', 'url': 'http://mla-s1-p.mlstatic.com/973663-MLA26641282608_012018-O.jpg', 'secure_url': 'https://mla-s1-p.mlstatic.com/973663-MLA26641282608_012018-O.jpg', 'size': '500x471', 'max_size': '1200x1131', 'quality': ''}, {'id': '893519-MLA26141155553_102017', 'url': 'http://mla-s1-p.mlstatic.com/893519-MLA26141155553_102017-O.jpg', 'secure_url': 'https://mla-s1-p.mlstatic.com/893519-MLA26141155553_102017-O.jpg', 'size': '281x500', 'max_size': '675x1200', 'quality': ''}, {'id': '643193-MLA26141159513_102017', 'url': 'http://mla-s1-p.mlstatic.com/643193-MLA26141159513_102017-O.jpg', 'secure_url': 'https://mla-s1-p.mlstatic.com/643193-MLA26141159513_102017-O.jpg', 'size': '500x375', 'max_size': '1200x900', 'quality': ''}, {'id': '806118-MLA26239655930_102017', 'url': 'http://mla-s1-p.mlstatic.com/806118-MLA26239655930_102017-O.jpg', 'secure_url': 'https://mla-s1-p.mlstatic.com/806118-MLA26239655930_102017-O.jpg', 'size': '375x500', 'max_size': '900x1200', 'quality': ''}, {'id': '994897-MLA25802671610_072017', 'url': 'http://mla-s1-p.mlstatic.com/994897-MLA25802671610_072017-O.jpg', 'secure_url': 'https://mla-s1-p.mlstatic.com/994897-MLA25802671610_072017-O.jpg', 'size': '500x500', 'max_size': '572x572', 'quality': ''}, {'id': '779234-MLA26255755406_102017', 'url': 'http://mla-s1-p.mlstatic.com/779234-MLA26255755406_102017-O.jpg', 'secure_url': 'https://mla-s1-p.mlstatic.com/779234-MLA26255755406_102017-O.jpg', 'size': '500x178', 'max_size': '1200x429', 'quality': ''}, {'id': '925886-MLA25802668746_072017', 'url': 'http://mla-s1-p.mlstatic.com/925886-MLA25802668746_072017-O.jpg', 'secure_url': 'https://mla-s1-p.mlstatic.com/925886-MLA25802668746_072017-O.jpg', 'size': '450x180', 'max_size': '450x180', 'quality': ''}]",1,289.0,[],https://mla-s1-p.mlstatic.com/762142-MLA25982468542_092017-I.jpg,,TUxBQlZJTDcwOTla,Villa Urquiza,,AR,Argentina,264920999,-34.576897,-58.471577,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBQlZJTDcwOTla,Villa Urquiza,TUxBUENBUGw3M2E1,Capital Federal,AR-C,Capital Federal,,,,,,,,,,,,,1405494,,,False,True,drop_off,[],me2,False,[],MLA,2547,2017-07-25T18:11:00.000Z,active,2037-10-07T14:51:15.000Z,[],,"['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",http://mla-s1-p.mlstatic.com/762142-MLA25982468542_092017-I.jpg,Funda Iphone 6 6p 7 7p 8 8p - Apple Silicone Case Original,[],,[],
0,True,"[{'id': 'BRAND', 'name': 'Marca de la Funda', 'value_id': '9344', 'value_name': 'Apple', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'CELLPHONE_CASE_MATERIAL', 'name': 'Material de la funda', 'value_id': '312075', 'value_name': 'Silicona', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'CELL_BRAND', 'name': 'Marca del Celular', 'value_id': '98676', 'value_name': 'Apple', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'CELL_MODEL', 'name': 'Modelo del Celular', 'value_id': None, 'value_name': '8PLUS / 7PLUS', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'MODEL', 'name': 'Modelo de la Funda', 'value_id': '140713', 'value_name': 'Silicone Case', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}]",False,705,299.99,buy_it_now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLA70400,,new,[],ARS,2017-02-23T00:17:58.000Z,[],[{'id': 'MLA655324667-1285941947'}],,MLA-CELLPHONE_COVERS,-34.624218,-58.488163,MLA655324667,,2247,none,,,,,,,Apple,,,,,,Silicona,,Apple,8PLUS / 7PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,Silicone Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-26T00:54:30.000Z,,gold_special,,,,,,,,,,,,,,,[],,,iphone 7,,,https://articulo.mercadolibre.com.ar/MLA-655324667-funda-iphone-8-7-plus-apple-original-silicona-soft-4-locales-_JM,"[{'id': '828148-MLA25991877738_092017', 'url': 'http://mla-s2-p.mlstatic.com/828148-MLA25991877738_092017-O.jpg', 'secure_url': 'https://mla-s2-p.mlstatic.com/828148-MLA25991877738_092017-O.jpg', 'size': '500x474', 'max_size': '1200x1139', 'quality': ''}, {'id': '819325-MLA26793983921_022018', 'url': 'http://mla-s2-p.mlstatic.com/819325-MLA26793983921_022018-O.jpg', 'secure_url': 'https://mla-s2-p.mlstatic.com/819325-MLA26793983921_022018-O.jpg', 'size': '500x480', 'max_size': '596x573', 'quality': ''}, {'id': '662260-MLA26439053853_112017', 'url': 'http://mla-s2-p.mlstatic.com/662260-MLA26439053853_112017-O.jpg', 'secure_url': 'https://mla-s2-p.mlstatic.com/662260-MLA26439053853_112017-O.jpg', 'size': '500x342', 'max_size': '1200x821', 'quality': ''}, {'id': '717778-MLA26439058740_112017', 'url': 'http://mla-s2-p.mlstatic.com/717778-MLA26439058740_112017-O.jpg', 'secure_url': 'https://mla-s2-p.mlstatic.com/717778-MLA26439058740_112017-O.jpg', 'size': '500x388', 'max_size': '1200x933', 'quality': ''}, {'id': '659125-MLA25393917395_022017', 'url': 'http://mla-s2-p.mlstatic.com/659125-MLA25393917395_022017-O.jpg', 'secure_url': 'https://mla-s2-p.mlstatic.com/659125-MLA25393917395_022017-O.jpg', 'size': '405x500', 'max_size': '973x1200', 'quality': ''}, {'id': '794636-MLA25991873865_092017', 'url': 'http://mla-s2-p.mlstatic.com/794636-MLA25991873865_092017-O.jpg', 'secure_url': 'https://mla-s2-p.mlstatic.com/794636-MLA25991873865_092017-O.jpg', 'size': '500x475', 'max_size': '1200x1141', 'quality': ''}, {'id': '836225-MLA25393915960_022017', 'url': 'http://mla-s2-p.mlstatic.com/836225-MLA25393915960_022017-O.jpg', 'secure_url': 'https://mla-s2-p.mlstatic.com/836225-MLA25393915960_022017-O.jpg', 'size': '500x500', 'max_size': '1000x1000', 'quality': ''}, {'id': '949225-MLA25393920135_022017', 'url': 'http://mla-s2-p.mlstatic.com/949225-MLA25393920135_022017-O.jpg', 'secure_url': 'https://mla-s2-p.mlstatic.com/949225-MLA25393920135_022017-O.jpg', 'size': '500x500', 'max_size': '1000x1000', 'quality': ''}, {'id': '332225-MLA25393917412_022017', 'url': 'http://mla-s2-p.mlstatic.com/332225-MLA25393917412_022017-O.jpg', 'secure_url': 'https://mla-s2-p.mlstatic.com/332225-MLA25393917412_022017-O.jpg', 'size': '500x500', 'max_size': '1000x1000', 'quality': ''}]",2,299.99,[],https://mla-s2-p.mlstatic.com/828148-MLA25991877738_092017-I.jpg,,TUxBQkZMTzg5MjFa,Floresta,,AR,Argentina,67542794,-34.624218,-58.488163,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBQkZMTzg5MjFa,Floresta,TUxBUENBUGw3M2E1,Capital Federal,AR-C,Capital Federal,,,,,,,,,,,,,94579124,"10x11x10,66",,False,True,cross_docking,[],me2,False,[],MLA,1542,2017-02-23T00:17:57.000Z,active,2037-02-18T00:17:57.000Z,[],,"['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",http://mla-s2-p.mlstatic.com/828148-MLA25991877738_092017-I.jpg,Funda Iphone 8 7 Plus Apple Original Silicona Soft 4 Locales,[],_GcQjTuoDuU,[],
0,True,"[{'id': 'BRAND', 'name': 'Marca', 'value_id': '9344', 'value_name': 'Apple', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'CAMERA_RESOLUTION', 'name': 'Resolución de la cámara digital', 'value_id': '522896', 'value_name': '12 Mpx', 'value_struct': {'number': 12, 'unit': 'Mpx'}, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'CARRIER', 'name': 'Compañía telefónica', 'value_id': None, 'value_name': 'Desbloqueado', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'CPU', 'name': 'Procesador', 'value_id': '522901', 'value_name': 'Apple A10', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'DETAILED_MODEL', 'name': 'Modelo detallado', 'value_id': None, 'value_name': 'IPHONE 7', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'DIGITAL_CAMERA', 'name': 'Cámara digital', 'value_id': '242085', 'value_name': 'Sí', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'DISPLAY_RESOLUTION', 'name': 'Resolución de la pantalla', 'value_id': '522892', 'value_name': '1334 px - 750 px', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'DUAL_SIM', 'name': 'Dual SIM', 'value_id': '242084', 'value_name': 'No', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'GPS', 'name': 'GPS', 'value_id': '242085', 'value_name': 'Sí', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'INTERNAL_MEMORY', 'name': 'Memoria interna', 'value_id': None, 'value_name': '32 GB', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'LINE', 'name': 'Línea', 'value_id': '58993', 'value_name': 'iPhone', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '312155', 'value_name': 'iPhone 7', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'MP3', 'name': 'MP3', 'value_id': '242085', 'value_name': 'Sí', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'OPERATING_SYSTEM', 'name': 'Sistema operativo', 'value_id': '296859', 'value_name': 'iOS', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'OPERATING_SYSTEM_VERSION', 'name': 'Versión del sistema operativo', 'value_id': '522897', 'value_name': '10', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'QWERTY_KEYBOARD', 'name': 'Teclado QWERTY', 'value_id': '242085', 'value_name': 'Sí', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'RAM', 'name': 'Memoria RAM', 'value_id': None, 'value_name': '2 GB', 'value_struct': {'number': 2, 'unit': 'GB'}, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'SCREEN_SIZE', 'name': 'Tamaño de pantalla', 'value_id': '522889', 'value_name': '4.7 in', 'value_struct': {'number': 4.7, 'unit': 'in'}, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'SIM_SIZE', 'name': 'Tamaño de SIM', 'value_id': '80453', 'value_name': 'Nano-SIM', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'TOUCH_SCREEN', 'name': 'Pantalla táctil', 'value_id': '242085', 'value_name': 'Sí', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'TV_TUNER', 'name': 'Sintonizador de TV', 'value_id': '242084', 'value_name': 'No', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'WATERPROOF', 'name': 'A prueba de agua', 'value_id': '242085', 'value_name': 'Sí', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'WEIGHT', 'name': 'Peso', 'value_id': '522902', 'value_name': '138 g', 'value_struct': {'number': 138, 'unit': 'g'}, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'WIFI_CONNECTION', 'name': 'Wi-Fi', 'value_id': '242085', 'value_name': 'Sí', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}]",False,17,21899.0,buy_it_now,,,,Apple,12 Mpx,,,Apple A10,Sí,,1334 px - 750 px,No,,,Sí,,iPhone,,,,,iPhone 7,Sí,,iOS,10,,,,,Sí,,4.7 in,,Nano-SIM,,,Sí,No,,,138 g,Sí,MLA6240112,MLA402292,"['MLA6240113', 'MLA6240114', 'MLA6240115', 'MLA6240116', 'MLA6240117', 'MLA6240118', 'MLA6240119', 'MLA6240120', 'MLA6240121', 'MLA6240122', 'MLA6240123', 'MLA6240124', 'MLA6240125', 'MLA6240126', 'MLA6240127']",new,[],ARS,2016-09-29T16:18:30.000Z,[],[{'id': 'MLA636982379-1185174340'}],,MLA-CELLPHONES,-34.597675,-58.371788,MLA636982379,[],279,none,,,,,,,Apple,,,12 Mpx,Desbloqueado,,,,,,,,,,,,,,,,Apple A10,,IPHONE 7,Sí,,1334 px - 750 px,,No,,,,,,Sí,,,,,32 GB,Nuevo,,,iPhone,,,,,,,iPhone 7,,Sí,,,,iOS,10,,,,,,,,Sí,,2 GB,,,,,,4.7 in,,,,,Nano-SIM,,,,Sí,,No,,,,,,Sí,138 g,Sí,,,,2018-03-25T22:41:21.000Z,,gold_special,,,,,,,,,,,,,,Apple iPhone 7,[],,,iphone 7,,,https://articulo.mercadolibre.com.ar/MLA-636982379-iphone-7-apple-32gb-sellado-libre-original-garantia--_JM,"[{'id': '652245-MLA27056767460_032018', 'url': 'http://mla-s2-p.mlstatic.com/652245-MLA27056767460_032018-O.jpg', 'secure_url': 'https://mla-s2-p.mlstatic.com/652245-MLA27056767460_032018-O.jpg', 'size': '500x454', 'max_size': '1131x1029', 'quality': ''}, {'id': '785022-MLA27056797680_032018', 'url': 'http://mla-s2-p.mlstatic.com/785022-MLA27056797680_032018-O.jpg', 'secure_url': 'https://mla-s2-p.mlstatic.com/785022-MLA27056797680_032018-O.jpg', 'size': '500x500', 'max_size': '1200x1200', 'quality': ''}, {'id': '839305-MLA20869356900_092016', 'url': 'http://mla-s2-p.mlstatic.com/839305-MLA20869356900_092016-O.jpg', 'secure_url': 'https://mla-s2-p.mlstatic.com/839305-MLA20869356900_092016-O.jpg', 'size': '500x500', 'max_size': '600x600', 'quality': ''}, {'id': '951436-MLA25903395572_082017', 'url': 'http://mla-s2-p.mlstatic.com/951436-MLA25903395572_082017-O.jpg', 'secure_url': 'https://mla-s2-p.mlstatic.com/951436-MLA25903395572_082017-O.jpg', 'size': '500x500', 'max_size': '840x840', 'quality': ''}, {'id': '859733-MLA27049903551_032018', 'url': 'http://mla-s2-p.mlstatic.com/859733-MLA27049903551_032018-O.jpg', 'secure_url': 'https://mla-s2-p.mlstatic.com/859733-MLA27049903551_032018-O.jpg', 'size': '500x500', 'max_size': '1200x1200', 'quality': ''}, {'id': '627766-MLA27049899604_032018', 'url': 'http://mla-s2-p.mlstatic.com/627766-MLA27049899604_032018-O.jpg', 'secure_url': 'https://mla-s2-p.mlstatic.com/627766-MLA27049899604_032018-O.jpg', 'size': '500x500', 'max_size': '1200x1200', 'quality': ''}, {'id': '679573-MLA27049908504_032018', 'url': 'http://mla-s2-p.mlstatic.com/679573-MLA27049908504_032018-O.jpg', 'secure_url': 'https://mla-s2-p.mlstatic.com/679573-MLA27049908504_032018-O.jpg', 'size': '500x500', 'max_size': '1200x1200', 'quality': ''}]",3,21899.0,[],https://mla-s2-p.mlstatic.com/652245-MLA27056767460_032018-I.jpg,,,capital federal,,AR,Argentina,100160186,-34.597675,-58.371788,TUxBQ0NBUGZlZG1sYQ,Capital Federal,TUxBQlNBTjgzMjRa,San Nicolás,TUxBUENBUGw3M2E1,Capital Federal,AR-C,Capital Federal,,,,,,,,,,,,,128885,"10x11x10,631","[{'id': 73328, 'rule': {'default': True, 'free_mode': 'country', 'free_shipping_flag': True, 'value': None}}]",True,True,cross_docking,,me2,False,['mandatory_free_shipping'],MLA,262,2016-09-29T16:18:30.000Z,active,2036-09-24T16:18:30.000Z,[],,"['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",http://mla-s2-p.mlstatic.com/652245-MLA27056767460_032018-I.jpg,Iphone 7 Apple 32gb Sellado Libre + Original Garantia !,[],,[],"Factura A o B ,Garantia escrita ,locales a la calle ,100 % original"
